Length,Width,Height,E,nu,Load_x_coord,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10
1.00000000e+01,8.00000000e-01,8.00000000e-01,1.55000000e+11,2.60000000e-01,6.87462489e+00,-5.48813131e-10,-1.82061603e-09,-3.63192170e-09,-6.09648657e-09,-8.94223145e-09,-1.20736409e-08,-1.53159781e-08,-1.85700546e-08,-2.18255663e-08,-2.50813414e-08
1.00000000e+01,8.00000000e-01,8.00000000e-01,2.10000000e+11,3.00000000e-01,6.87462489e+00,-5.37129281e-10,-1.79333163e-09,-3.58757593e-09,-6.03485211e-09,-8.86327985e-09,-1.19774786e-08,-1.52028069e-08,-1.84401265e-08,-2.16790048e-08,-2.49181973e-08
1.00000000e+01,8.00000000e-01,8.00000000e-01,7.00000000e+10,3.40000000e-01,6.87462489e+00,-5.21748523e-10,-1.75754768e-09,-3.52948294e-09,-5.95409130e-09,-8.75981317e-09,-1.18514705e-08,-1.50545769e-08,-1.82702082e-08,-2.14875808e-08,-2.47053347e-08
1.00000000e+01,8.00000000e-01,8.00000000e-01,1.80000000e+10,1.80000000e-01,6.87462489e+00,-5.64224443e-10,-1.85705336e-09,-3.69143665e-09,-6.17932745e-09,-9.04843692e-09,-1.22030834e-08,-1.54684574e-08,-1.87456222e-08,-2.20240748e-08,-2.53027128e-08
1.00000000e+01,8.00000000e-01,8.00000000e-01,2.83000000e+10,4.00000000e-01,6.87462489e+00,-4.88095542e-10,-1.67911287e-09,-3.40193470e-09,-5.77636317e-09,-8.53180870e-09,-1.15737000e-08,-1.47279628e-08,-1.78964822e-08,-2.10672553e-08,-2.42385791e-08
1.00000000e+01,8.00000000e-01,1.00000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-2.85591571e-10,-9.42494998e-10,-1.87597301e-09,-3.14411348e-09,-4.60744268e-09,-6.21695642e-09,-7.88261954e-09,-9.54838011e-09,-1.12149730e-08,-1.28816886e-08
1.00000000e+01,8.00000000e-01,1.00000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-2.79522427e-10,-9.28626871e-10,-1.85366865e-09,-3.11328163e-09,-4.56807356e-09,-6.16911210e-09,-7.82635470e-09,-9.48359416e-09,-1.11417060e-08,-1.27999602e-08
1.00000000e+01,8.00000000e-01,1.00000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-2.71616665e-10,-9.10562754e-10,-1.82460084e-09,-3.07305239e-09,-4.51666944e-09,-6.10663060e-09,-7.75290525e-09,-9.39921251e-09,-1.10464546e-08,-1.26938664e-08
1.00000000e+01,8.00000000e-01,1.00000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-2.93673192e-10,-9.61068397e-10,-1.90590524e-09,-3.18548543e-09,-4.66026813e-09,-6.28116167e-09,-7.95819116e-09,-9.63579092e-09,-1.13141782e-08,-1.29926567e-08
1.00000000e+01,8.00000000e-01,1.00000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-2.54676377e-10,-8.71607798e-10,-1.76167975e-09,-2.98565405e-09,-4.40475983e-09,-5.97051760e-09,-7.59296451e-09,-9.21593133e-09,-1.08400215e-08,-1.24643478e-08
1.00000000e+01,8.00000000e-01,1.20000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-1.68318805e-10,-5.52209357e-10,-1.09637647e-09,-1.83431339e-09,-2.68521724e-09,-3.62069002e-09,-4.58833147e-09,-5.55178975e-09,-6.51591874e-09,-7.48011519e-09
1.00000000e+01,8.00000000e-01,1.20000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-1.64735972e-10,-5.44178109e-10,-1.08358077e-09,-1.81670981e-09,-2.66280046e-09,-3.59350205e-09,-4.55637760e-09,-5.51485788e-09,-6.47402416e-09,-7.43326822e-09
1.00000000e+01,8.00000000e-01,1.20000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-1.60102725e-10,-5.33758468e-10,-1.06694506e-09,-1.79377383e-09,-2.63355737e-09,-3.55801724e-09,-4.51468685e-09,-5.46682759e-09,-6.41967796e-09,-7.37261940e-09
1.00000000e+01,8.00000000e-01,1.20000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-1.73124937e-10,-5.62970762e-10,-1.11350106e-09,-1.85782825e-09,-2.71512877e-09,-3.65695053e-09,-4.63098141e-09,-5.60141021e-09,-6.57249342e-09,-7.54362883e-09
1.00000000e+01,8.00000000e-01,1.20000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-1.50307285e-10,-5.11515114e-10,-1.03124024e-09,-1.74430918e-09,-2.57031353e-09,-3.48120213e-09,-4.42447253e-09,-5.36325438e-09,-6.30282477e-09,-7.24252036e-09
1.00000000e+01,8.00000000e-01,1.40000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-1.08204689e-10,-3.52650424e-10,-6.98190947e-10,-1.16581427e-09,-1.70458104e-09,-2.29659423e-09,-2.90867860e-09,-3.51492200e-09,-4.12178290e-09,-4.72868678e-09
1.00000000e+01,8.00000000e-01,1.40000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-1.05897113e-10,-3.47573579e-10,-6.90178140e-10,-1.15484345e-09,-1.69064886e-09,-2.27972976e-09,-2.88886862e-09,-3.49191944e-09,-4.09559433e-09,-4.69931827e-09
1.00000000e+01,8.00000000e-01,1.40000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-1.02927811e-10,-3.40998367e-10,-6.79761790e-10,-1.14053701e-09,-1.67244719e-09,-2.25767911e-09,-2.86297445e-09,-3.46198418e-09,-4.06162785e-09,-4.66132777e-09
1.00000000e+01,8.00000000e-01,1.40000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-1.11317820e-10,-3.59441471e-10,-7.08856541e-10,-1.18035989e-09,-1.72301109e-09,-2.31887522e-09,-2.93486772e-09,-3.54561494e-09,-4.15697114e-09,-4.76836215e-09
1.00000000e+01,8.00000000e-01,1.40000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-9.67027595e-11,-3.27040201e-10,-6.57498269e-10,-1.10977725e-09,-1.63317643e-09,-2.21004395e-09,-2.80705577e-09,-3.39763650e-09,-3.98888596e-09,-4.58021132e-09
1.00000000e+01,1.00000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,6.87462489e+00,-4.39694719e-10,-1.45567822e-09,-2.90234390e-09,-4.87145015e-09,-7.14545923e-09,-9.64808509e-09,-1.22397577e-08,-1.48409631e-08,-1.74435294e-08,-2.00464942e-08
1.00000000e+01,1.00000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,6.87462489e+00,-4.30266663e-10,-1.43323877e-09,-2.86554476e-09,-4.82005085e-09,-7.07942464e-09,-9.56752365e-09,-1.21448958e-08,-1.47321463e-08,-1.73208963e-08,-1.99101198e-08
1.00000000e+01,1.00000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,6.87462489e+00,-4.17882040e-10,-1.40400539e-09,-2.81775662e-09,-4.75334893e-09,-6.99376165e-09,-9.46306023e-09,-1.20219530e-08,-1.45913174e-08,-1.71623733e-08,-1.97340011e-08
1.00000000e+01,1.00000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,6.87462489e+00,-4.52108562e-10,-1.48584850e-09,-2.95224972e-09,-4.94138596e-09,-7.23547696e-09,-9.75804054e-09,-1.23693752e-08,-1.49900378e-08,-1.76118756e-08,-2.02339940e-08
1.00000000e+01,1.00000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,6.87462489e+00,-3.90941644e-10,-1.34063031e-09,-2.71421998e-09,-4.60863068e-09,-6.80774766e-09,-9.23622291e-09,-1.17551390e-08,-1.42862240e-08,-1.68195104e-08,-1.93535978e-08
1.00000000e+01,1.00000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-2.29004565e-10,-7.54094794e-10,-1.50004605e-09,-2.51372595e-09,-3.68354724e-09,-4.97033716e-09,-6.30225273e-09,-7.63408489e-09,-8.96674652e-09,-1.02995958e-08
1.00000000e+01,1.00000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-2.24167791e-10,-7.42849930e-10,-1.48182043e-09,-2.48843621e-09,-3.65118316e-09,-4.93095790e-09,-6.25592156e-09,-7.58078514e-09,-8.90652032e-09,-1.02324726e-08
1.00000000e+01,1.00000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-2.17877913e-10,-7.28292752e-10,-1.45826313e-09,-2.45573998e-09,-3.60933491e-09,-4.88004736e-09,-6.19605300e-09,-7.51205910e-09,-8.82899641e-09,-1.01461879e-08
1.00000000e+01,1.00000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-2.35425116e-10,-7.69238382e-10,-1.52473700e-09,-2.54804769e-09,-3.72751552e-09,-5.02387821e-09,-6.36531124e-09,-7.70693130e-09,-9.04932341e-09,-1.03918563e-08
1.00000000e+01,1.00000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-2.04475483e-10,-6.97231567e-10,-1.40792745e-09,-2.38568933e-09,-3.51953941e-09,-4.77078187e-09,-6.06763305e-09,-7.36500338e-09,-8.66347374e-09,-9.96228344e-09
1.00000000e+01,1.00000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-1.35024537e-10,-4.41991010e-10,-8.76967815e-10,-1.46698669e-09,-2.14737968e-09,-2.89543351e-09,-3.66941432e-09,-4.43975966e-09,-5.21080698e-09,-5.98196381e-09
1.00000000e+01,1.00000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-1.32186120e-10,-4.35527051e-10,-8.66597147e-10,-1.45267261e-09,-2.12911823e-09,-2.87326391e-09,-3.64334842e-09,-4.40966252e-09,-5.17669277e-09,-5.94384764e-09
1.00000000e+01,1.00000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-1.28521164e-10,-4.27189650e-10,-8.53220956e-10,-1.43418757e-09,-2.10551930e-09,-2.84461176e-09,-3.60967561e-09,-4.37090168e-09,-5.13286394e-09,-5.89496896e-09
1.00000000e+01,1.00000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-1.38817980e-10,-4.50693351e-10,-8.90969014e-10,-1.48631249e-09,-2.17203618e-09,-2.92537293e-09,-3.70464787e-09,-4.48069679e-09,-5.25742503e-09,-6.03423889e-09
1.00000000e+01,1.00000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-1.20816896e-10,-4.09576433e-10,-8.24878388e-10,-1.39486761e-09,-2.05521163e-09,-2.78350280e-09,-3.53789731e-09,-4.28855877e-09,-5.04001744e-09,-5.79166137e-09
1.00000000e+01,1.00000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-8.68181084e-11,-2.82325452e-10,-5.58582959e-10,-9.32534296e-10,-1.36340454e-09,-1.83687394e-09,-2.32659495e-09,-2.81128890e-09,-3.29664992e-09,-3.78208531e-09
1.00000000e+01,1.00000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-8.49938294e-11,-2.78254164e-10,-5.52116471e-10,-9.23654693e-10,-1.35210966e-09,-1.82319194e-09,-2.31051877e-09,-2.79264076e-09,-3.27543530e-09,-3.75831322e-09
1.00000000e+01,1.00000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-8.26495776e-11,-2.73010179e-10,-5.43774229e-10,-9.12173869e-10,-1.33748769e-09,-1.80547237e-09,-2.28970593e-09,-2.76860090e-09,-3.24817483e-09,-3.72784292e-09
1.00000000e+01,1.00000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-8.92690970e-11,-2.87793160e-10,-5.67260251e-10,-9.44426526e-10,-1.37851464e-09,-1.85516855e-09,-2.34810654e-09,-2.83646485e-09,-3.32547752e-09,-3.81455045e-09
1.00000000e+01,1.00000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-7.77625550e-11,-2.61991446e-10,-5.26168827e-10,-8.87822887e-10,-1.30638570e-09,-1.76775357e-09,-2.24542467e-09,-2.71768732e-09,-3.19064996e-09,-3.66373176e-09
1.00000000e+01,1.20000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,6.87462489e+00,-3.66922864e-10,-1.21193151e-09,-2.41477762e-09,-4.05259234e-09,-5.94443707e-09,-8.02694440e-09,-1.01839989e-08,-1.23493001e-08,-1.45159669e-08,-1.66832077e-08
1.00000000e+01,1.20000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,6.87462489e+00,-3.58965410e-10,-1.19251745e-09,-2.38253674e-09,-4.00720794e-09,-5.88585983e-09,-7.95529681e-09,-1.00995502e-08,-1.22524954e-08,-1.44069742e-08,-1.65621383e-08
1.00000000e+01,1.20000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,6.87462489e+00,-3.48511331e-10,-1.16734438e-09,-2.34095205e-09,-3.94877069e-09,-5.81050479e-09,-7.86319459e-09,-9.99105847e-09,-1.21282919e-08,-1.42672818e-08,-1.64070961e-08
1.00000000e+01,1.20000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,6.87462489e+00,-3.77350742e-10,-1.23814737e-09,-2.45886057e-09,-4.11497497e-09,-6.02519157e-09,-8.12589558e-09,-1.03007774e-08,-1.24834783e-08,-1.46673042e-08,-1.68515282e-08
1.00000000e+01,1.20000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,6.87462489e+00,-3.25826396e-10,-1.11320060e-09,-2.25177444e-09,-3.82339957e-09,-5.64878042e-09,-7.66558532e-09,-9.75843097e-09,-1.18624197e-08,-1.39687272e-08,-1.60761786e-08
1.00000000e+01,1.20000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-1.91300981e-10,-6.28321615e-10,-1.24893447e-09,-2.09255811e-09,-3.06628617e-09,-4.13755084e-09,-5.24660761e-09,-6.35558565e-09,-7.46539253e-09,-8.57546656e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-1.87275069e-10,-6.18742027e-10,-1.23323321e-09,-2.07063638e-09,-3.03813114e-09,-4.10322320e-09,-5.20618661e-09,-6.30912542e-09,-7.41294225e-09,-8.51706794e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-1.82035396e-10,-6.06392067e-10,-1.21306866e-09,-2.04250670e-09,-3.00202029e-09,-4.05921925e-09,-5.15440241e-09,-6.24972231e-09,-7.34598545e-09,-8.44260839e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-1.96608600e-10,-6.41261108e-10,-1.27036138e-09,-2.12259242e-09,-3.10494816e-09,-4.18475799e-09,-5.30226202e-09,-6.41980023e-09,-7.53809191e-09,-8.65658212e-09
1.00000000e+01,1.20000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-1.70894677e-10,-5.80239067e-10,-1.17041353e-09,-1.98290635e-09,-2.92543961e-09,-3.96591309e-09,-5.04467152e-09,-6.12414424e-09,-7.20473207e-09,-8.28579250e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-1.12851959e-10,-3.68432508e-10,-7.30447406e-10,-1.22164000e-09,-1.78814120e-09,-2.41106110e-09,-3.05573473e-09,-3.69724399e-09,-4.33945701e-09,-4.98182651e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-1.10506247e-10,-3.62973118e-10,-7.21597547e-10,-1.20935889e-09,-1.77242465e-09,-2.39194782e-09,-3.03324516e-09,-3.67130278e-09,-4.31008017e-09,-4.94903496e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-1.07474340e-10,-3.55958402e-10,-7.10253047e-10,-1.19361415e-09,-1.75227504e-09,-2.36745051e-09,-3.00443610e-09,-3.63816892e-09,-4.27264122e-09,-4.90731589e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-1.15962747e-10,-3.75798035e-10,-7.42475527e-10,-1.23837057e-09,-1.80958124e-09,-2.43716013e-09,-3.08647801e-09,-3.73291147e-09,-4.38001962e-09,-5.02724973e-09
1.00000000e+01,1.20000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-1.01115151e-10,-3.41248930e-10,-6.86453644e-10,-1.16049118e-09,-1.70982044e-09,-2.31583384e-09,-2.94377382e-09,-3.56862919e-09,-4.19427923e-09,-4.82018558e-09
1.00000000e+01,1.20000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-7.25787088e-11,-2.35398791e-10,-4.65367725e-10,-7.76744766e-10,-1.13555481e-09,-1.52988776e-09,-1.93790190e-09,-2.34152545e-09,-2.74582233e-09,-3.15022697e-09
1.00000000e+01,1.20000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-7.10756339e-11,-2.31976095e-10,-4.59878789e-10,-7.69169808e-10,-1.12589232e-09,-1.51816513e-09,-1.92411799e-09,-2.32555517e-09,-2.72767105e-09,-3.12990700e-09
1.00000000e+01,1.20000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-6.91419757e-11,-2.27583178e-10,-4.52839432e-10,-7.59444597e-10,-1.11347969e-09,-1.50310626e-09,-1.90641906e-09,-2.30513233e-09,-2.70452895e-09,-3.10406034e-09
1.00000000e+01,1.20000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-7.45818614e-11,-2.40002204e-10,-4.72778978e-10,-7.86977030e-10,-1.14861093e-09,-1.54573278e-09,-1.95654974e-09,-2.36331279e-09,-2.77073409e-09,-3.17824256e-09
1.00000000e+01,1.20000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-6.51204272e-11,-2.18419302e-10,-4.38128594e-10,-7.39040424e-10,-1.08738105e-09,-1.47143553e-09,-1.86921847e-09,-2.26239732e-09,-2.65627268e-09,-3.05031422e-09
1.00000000e+01,1.40000000e+00,8.00000000e-01,1.55000000e+11,2.60000000e-01,6.87462489e+00,-3.14907134e-10,-1.03756860e-09,-2.06582027e-09,-3.46629389e-09,-5.08441633e-09,-6.86612975e-09,-8.71209152e-09,-1.05654913e-08,-1.24203092e-08,-1.42759156e-08
1.00000000e+01,1.40000000e+00,8.00000000e-01,2.10000000e+11,3.00000000e-01,6.87462489e+00,-3.07977390e-10,-1.02019040e-09,-2.03653241e-09,-3.42465141e-09,-5.03034362e-09,-6.79976726e-09,-8.63375883e-09,-1.04757329e-08,-1.23193323e-08,-1.41638772e-08
1.00000000e+01,1.40000000e+00,8.00000000e-01,7.00000000e+10,3.40000000e-01,6.87462489e+00,-2.98858465e-10,-9.97728920e-10,-1.99895454e-09,-3.37136998e-09,-4.96125996e-09,-6.71506580e-09,-8.53384749e-09,-1.03613825e-08,-1.21908121e-08,-1.40213823e-08
1.00000000e+01,1.40000000e+00,8.00000000e-01,1.80000000e+10,1.80000000e-01,6.87462489e+00,-3.23929558e-10,-1.06109660e-09,-2.10611771e-09,-3.52401018e-09,-5.15966082e-09,-6.95869292e-09,-8.82150434e-09,-1.06911284e-08,-1.25618634e-08,-1.44331347e-08
1.00000000e+01,1.40000000e+00,8.00000000e-01,2.83000000e+10,4.00000000e-01,6.87462489e+00,-2.79067902e-10,-9.49679758e-10,-1.91899664e-09,-3.25807334e-09,-4.81438312e-09,-6.53507517e-09,-8.32167131e-09,-1.01189169e-08,-1.19187080e-08,-1.37200775e-08
1.00000000e+01,1.40000000e+00,1.00000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-1.64380401e-10,-5.38391631e-10,-1.06927793e-09,-1.79113285e-09,-2.62448640e-09,-3.54152483e-09,-4.49112959e-09,-5.44073306e-09,-6.39117009e-09,-7.34196703e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-1.60926632e-10,-5.29949122e-10,-1.05525158e-09,-1.77138901e-09,-2.59900715e-09,-3.51037564e-09,-4.45440931e-09,-5.39855555e-09,-6.34359687e-09,-7.28905514e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-1.56419572e-10,-5.19093679e-10,-1.03732722e-09,-1.74620970e-09,-2.56655057e-09,-3.47073103e-09,-4.40770620e-09,-5.34501077e-09,-6.28328792e-09,-7.22205051e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-1.68890848e-10,-5.49808143e-10,-1.08852615e-09,-1.81839861e-09,-2.65979751e-09,-3.58478662e-09,-4.54220065e-09,-5.49959769e-09,-6.45773136e-09,-7.41612993e-09
1.00000000e+01,1.40000000e+00,1.00000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-1.46830501e-10,-4.96223775e-10,-9.99703256e-10,-1.69333507e-09,-2.49837531e-09,-3.38749765e-09,-4.30972563e-09,-5.23292689e-09,-6.15729155e-09,-7.08229075e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-9.70327732e-11,-3.15855613e-10,-6.25651111e-10,-1.04610229e-09,-1.53109881e-09,-2.06450332e-09,-2.61667399e-09,-3.16607948e-09,-3.71618031e-09,-4.26649027e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-9.50372922e-11,-3.11089596e-10,-6.17826009e-10,-1.03516475e-09,-1.51704361e-09,-2.04736984e-09,-2.59649270e-09,-3.14282293e-09,-3.68986828e-09,-4.23715019e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-9.24502736e-11,-3.04980061e-10,-6.07843246e-10,-1.02122747e-09,-1.49914597e-09,-2.02556742e-09,-2.57082801e-09,-3.11332802e-09,-3.65656595e-09,-4.20007318e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-9.96505339e-11,-3.22287025e-10,-6.36340537e-10,-1.06111660e-09,-1.55044702e-09,-2.08812985e-09,-2.64453979e-09,-3.19836381e-09,-3.75284542e-09,-4.30748903e-09
1.00000000e+01,1.40000000e+00,1.20000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-8.70215345e-11,-2.92234617e-10,-5.87064007e-10,-9.92172097e-10,-1.46180405e-09,-1.98009530e-09,-2.51734077e-09,-3.05205084e-09,-3.58755631e-09,-4.12339984e-09
1.00000000e+01,1.40000000e+00,1.40000000e+00,1.55000000e+11,2.60000000e-01,6.87462489e+00,-6.24242071e-11,-2.01865127e-10,-3.98710293e-10,-6.65304704e-10,-9.72555361e-10,-1.31028878e-09,-1.65985138e-09,-2.00553679e-09,-2.35188342e-09,-2.69837308e-09
1.00000000e+01,1.40000000e+00,1.40000000e+00,2.10000000e+11,3.00000000e-01,6.87462489e+00,-6.11506651e-11,-1.98893409e-10,-3.93886594e-10,-6.58603243e-10,-9.63974601e-10,-1.29985596e-09,-1.64757137e-09,-1.99132582e-09,-2.33574773e-09,-2.68032907e-09
1.00000000e+01,1.40000000e+00,1.40000000e+00,7.00000000e+10,3.40000000e-01,6.87462489e+00,-5.95072080e-11,-1.95087414e-10,-3.87729139e-10,-6.50050568e-10,-9.53025467e-10,-1.28654941e-09,-1.63191715e-09,-1.97328014e-09,-2.31531510e-09,-2.65752820e-09
1.00000000e+01,1.40000000e+00,1.40000000e+00,1.80000000e+10,1.80000000e-01,6.87462489e+00,-6.41021865e-11,-2.05860074e-10,-4.05253831e-10,-6.74424072e-10,-9.84253933e-10,-1.32452894e-09,-1.67663123e-09,-2.02510777e-09,-2.37422710e-09,-2.72346168e-09
1.00000000e+01,1.40000000e+00,1.40000000e+00,2.83000000e+10,4.00000000e-01,6.87462489e+00,-5.60883606e-11,-1.87188379e-10,-3.74961596e-10,-6.32268935e-10,-9.30229624e-10,-1.25885117e-09,-1.59935497e-09,-1.93590371e-09,-2.27313488e-09,-2.61058286e-09
1.20000000e+01,8.00000000e-01,8.00000000e-01,1.55000000e+11,2.60000000e-01,8.24954987e+00,-9.38239854e-10,-3.12555246e-09,-6.24533938e-09,-1.04935660e-08,-1.54004622e-08,-2.08011904e-08,-2.63950548e-08,-3.20198707e-08,-3.76472569e-08,-4.32749623e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,2.10000000e+11,3.00000000e-01,8.24954987e+00,-9.18344486e-10,-3.07864989e-09,-6.16873169e-09,-1.03868085e-08,-1.52635038e-08,-2.06341894e-08,-2.61984247e-08,-3.17943531e-08,-3.73930903e-08,-4.29922231e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,7.00000000e+10,3.40000000e-01,8.24954987e+00,-8.91834500e-10,-3.01638281e-09,-6.06713966e-09,-1.02452084e-08,-1.50818253e-08,-2.04126769e-08,-2.59377142e-08,-3.14956980e-08,-3.70568475e-08,-4.26184954e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,1.80000000e+10,1.80000000e-01,8.24954987e+00,-9.64253970e-10,-3.18759545e-09,-6.34713287e-09,-1.06356168e-08,-1.55828390e-08,-2.10237021e-08,-2.66572674e-08,-3.23212796e-08,-3.79875830e-08,-4.36540937e-08
1.20000000e+01,8.00000000e-01,8.00000000e-01,2.83000000e+10,4.00000000e-01,8.24954987e+00,-8.32371329e-10,-2.87655426e-09,-5.83866989e-09,-9.92612668e-09,-1.46719404e-08,-1.99127484e-08,-2.53495350e-08,-3.08228791e-08,-3.63003822e-08,-4.17786659e-08
1.20000000e+01,8.00000000e-01,1.00000000e+00,1.55000000e+11,2.60000000e-01,8.24954987e+00,-4.86238983e-10,-1.61354393e-09,-3.21870149e-09,-5.40184347e-09,-7.92225229e-09,-1.06953910e-08,-1.35663148e-08,-1.64462318e-08,-1.93272851e-08,-2.22084786e-08
1.20000000e+01,8.00000000e-01,1.00000000e+00,2.10000000e+11,3.00000000e-01,8.24954987e+00,-4.75888111e-10,-1.58965383e-09,-3.18006877e-09,-5.34827955e-09,-7.85373855e-09,-1.06120151e-08,-1.34682171e-08,-1.63334965e-08,-1.91999992e-08,-2.20666703e-08
1.20000000e+01,8.00000000e-01,1.00000000e+00,7.00000000e+10,3.40000000e-01,8.24954987e+00,-4.62247737e-10,-1.55818173e-09,-3.12915652e-09,-5.27762411e-09,-7.76331431e-09,-1.05019578e-08,-1.33387733e-08,-1.61849913e-08,-1.90325662e-08,-2.18803482e-08
1.20000000e+01,8.00000000e-01,1.00000000e+00,1.80000000e+10,1.80000000e-01,8.24954987e+00,-4.99900584e-10,-1.64527348e-09,-3.27012677e-09,-5.47315916e-09,-8.01348226e-09,-1.08064342e-08,-1.36970745e-08,-1.65970021e-08,-1.94979773e-08,-2.23990515e-08
1.20000000e+01,8.00000000e-01,1.00000000e+00,2.83000000e+10,4.00000000e-01,8.24954987e+00,-4.32340826e-10,-1.48876924e-09,-3.01646814e-09,-5.12074481e-09,-7.56217372e-09,-1.02569884e-08,-1.30507461e-08,-1.58551827e-08,-1.86613721e-08,-2.14678746e-08
